RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
616,Robert Tonyan   KC,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,1.1,0.0,0.0,0.0,0.0,0.0,—,0.0,0.1,1.1
616,Jacob Saylors   DET,RB,11,0.0,0.0,0.0,1.1,0.0,—,0.0,BYE,0.0,—,0.0,0.0,—,0.0,—,0.0,—,—,0.1,1.1
616,Josh Williams   TB,RB,2,—,—,—,—,0.0,—,—,1.1,BYE,—,—,—,—,—,—,—,—,—,0.6,1.1
619,Jack Westover   NE,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,1.0,0.1,1.0
620,Amar Johnson   LAC,RB,1,—,—,—,—,—,—,—,—,—,—,0.8,BYE,—,—,—,—,—,—,0.8,0.8
621,Kalel Mullings   TEN,RB,5,—,—,—,—,—,—,—,—,—,BYE,—,0.0,0.0,—,0.3,0.0,0.4,—,0.1,0.7
621,Gardner Minshew II   KC,QB,4,—,—,—,-0.3,—,—,-0.3,—,—,BYE,—,—,—,—,-0.1,1.4,—,—,0.2,0.7
623,Myles Gaskin   SEA,RB,1,—,—,—,—,—,—,—,BYE,—,—,—,—,0.6,—,—,—,—,—,0.6,0.6
623,Owen Wright   TB,RB,3,—,—,—,—,—,0.0,—,—,BYE,—,0.0,0.6,—,—,—,—,—,—,0.2,0.6
625,Ke'Shawn Williams   CIN,WR,11,—,—,—,—,—,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,—,—,0.1,1.5,0.9,0.0,0.5
626,Feleipe Franks   ATL,QB,12,0.0,—,—,0.0,BYE,0.2,—,0.0,0.0,0.0,0.0,0.2,0.0,0.0,—,0.0,—,0.0,0.0,0.4
626,Sione Vaki   DET,RB,8,—,—,0.0,—,—,—,—,BYE,0.0,0.4,—,—,0.0,0.0,0.0,—,0.0,0.0,0.1,0.4
626,Craig Reynolds   NE,RB,6,0.0,0.4,—,0.0,0.0,0.0,—,—,—,0.0,—,—,—,BYE,—,—,—,—,0.1,0.4
629,Kendall Milton   CIN,RB,1,—,—,—,—,—,—,—,—,—,BYE,0.2,—,—,—,—,—,—,—,0.2,0.2
630,Malik Cunningham   DET,QB,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.1,—,—,—,—,0.1,0.1
630,Drew Lock   SEA,QB,5,—,—,0.5,—,—,—,—,BYE,0.0,-0.4,—,—,0.0,0.0,—,—,—,—,0.0,0.1
632,Chandler Brayboy   JAC,WR,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,—,—,—,0.0,0.0
632,Jason Brownlee   KC,WR,6,0.0,0.0,0.0,—,0.0,0.0,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0,0.0
632,Gary Brightwell   CIN,RB,2,—,—,—,—,—,—,—,—,—,BYE,—,0.0,0.0,—,—,—,—,—,0.0,0.0
632,Alexander Mattison   MIA,RB,2,—,—,—,—,—,—,—,—,—,—,—,BYE,—,0.0,0.0,—,—,—,0.0,0.0
632,Isaac Guerendo   SF,RB,8,0.0,0.0,0.0,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0,BYE,—,—,—,—,0.0,0.0
632,Nikola Kalinic   CHI,TE,2,—,—,—,—,BYE,—,—,—,—,—,—,0.0,—,—,—,—,—,0.0,0.0,0.0
632,Deion Hankins   CHI,RB,1,—,—,—,—,BYE,—,—,—,—,—,—,0.0,—,—,—,—,—,—,0.0,0.0
632,Giovanni Ricci   DET,TE,3,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0,0.0,—,0.0,0.0
632,Zach Horton   DET,TE,2,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,—,—,—,—,0.0,0.0,0.0
632,DJ Turner   LV,WR,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,—,—,—,—,0.0,0.0
632,DeAndre Carter   CLE,WR,5,0.0,0.0,0.0,0.0,—,—,—,—,BYE,—,—,0.0,—,—,—,—,—,—,0.0,0.0
632,Jashaun Corbin   NE,RB,1,—,—,—,—,—,—,—,—,—,—,—,—,0.0,BYE,—,—,—,—,0.0,0.0
632,Keilan Robinson   NYJ,RB,1,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,—,—,—,—,—,0.0,0.0
632,Chris Collier   LV,RB,1,—,—,—,—,—,—,—,BYE,—,—,—,0.0,—,—,—,—,—,—,0.0,0.0
632,Jordan Moore   CIN,WR,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,—,—,—,0.0,0.0
632,Thomas Fidone II   NYG,TE,2,—,—,—,—,—,—,0.0,—,0.0,—,—,—,—,BYE,—,—,—,—,0.0,0.0
632,Chris Blair   ATL,WR,3,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0,0.0,—,0.0,0.0
632,Travis Vokolek   ARI,TE,3,0.0,0.0,—,—,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Teagan Quitoriano   ATL,TE,15,0.0,0.0,0.0,0.0,BYE,0.0,—,0.0,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Jeshaun Jones   MIN,WR,1,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,0.0,0.0,0.0
632,Jimmy Holiday   KC,WR,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0,0.0
632,Tejhaun Palmer   ARI,WR,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0,0.0
632,Justin Shorter   LV,WR,5,0.0,—,0.0,0.0,—,0.0,0.0,BYE,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Jakob Johnson   HOU,RB,7,0.0,0.0,0.0,—,—,BYE,—,—,—,—,0.0,0.0,0.0,0.0,—,—,—,—,0.0,0.0
632,Sean McKeon   IND,TE,1,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0,0.0
632,CJ Dippre   NE,TE,2,—,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,0.0,0.0,0.0,0.0
632,Zach Davidson   NYG,TE,1,—,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,0.0,—,0.0,0.0
632,Will Grier   DAL,QB,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,—,0.0,0.0
632,Coleman Owen   IND,WR,2,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0,—,—,0.0,0.0
632,River Cracraft   WAS,WR,2,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,0.0,0.0,0.0
632,Jeremiah Webb   NE,WR,2,0.0,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0,0.0
632,Keaontay Ingram   KC,RB,2,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,—,0.0,0.0,0.0
632,Maurice Alexander   CHI,WR,1,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,0.0,—,—,0.0,0.0
632,Bryson Green   ARI,WR,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,—,—,0.0,0.0
632,Steven Sims Jr.   ARI,WR,3,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0,0.0,0.0,0.0
632,Russell Gage Jr.   SF,WR,1,0.0,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,0.0
632,Patrick Murtagh   DEN,TE,1,0.0,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0
632,Jeff Wilson Jr.   MIA,RB,2,0.0,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0,0.0
632,Kristian Wilkerson   TEN,WR,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,—,—,—,0.0,0.0
632,Lawrence Cager   WAS,WR,1,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,—,—,0.0,0.0
632,Elijah Mitchell   NE,RB,1,—,—,—,—,—,—,—,—,—,—,0.0,—,—,BYE,—,—,—,—,0.0,0.0
632,Chase Edmonds   WAS,RB,3,—,—,—,—,—,—,—,—,—,—,0.0,BYE,—,—,0.0,—,0.0,—,0.0,0.0
632,Trey Sermon   PIT,RB,3,—,—,—,0.0,BYE,—,—,—,0.0,0.0,—,—,—,—,—,—,—,—,0.0,0.0
632,Simi Fehoko   ARI,WR,7,—,—,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,—,—,—,—,—,—,—,—,0.0,0.0
632,Raheem Blackshear   NYJ,RB,1,—,—,—,—,—,—,—,0.0,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Brandon Smith   NE,WR,1,—,—,—,—,—,—,—,0.0,—,—,—,—,—,BYE,—,—,—,—,0.0,0.0
632,Malik Turner   SF,WR,3,—,—,0.0,—,0.0,—,0.0,—,—,—,—,—,—,BYE,—,—,—,—,0.0,0.0
632,Brett Rypien   MIN,QB,1,—,—,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Kaden Davis   CLE,WR,2,—,—,0.0,—,—,—,—,—,BYE,—,0.0,—,—,—,—,—,—,—,0.0,0.0
632,Jordan James   SF,RB,2,—,—,0.0,—,—,—,—,—,—,—,—,—,—,BYE,—,0.0,—,—,0.0,0.0
632,Jalen Cropper   DAL,WR,4,—,—,0.0,0.0,0.0,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,0.0,0.0
632,Michael Burton   DEN,RB,1,—,—,—,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0
632,Hayden Rucci   MIA,TE,4,—,—,—,—,—,—,—,0.0,0.0,0.0,0.0,BYE,—,—,—,—,—,—,0.0,0.0
632,Stephen Carlson   CHI,TE,2,—,—,—,0.0,BYE,—,—,0.0,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Kenny Yeboah   DET,TE,1,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Jackson Meeks   DET,WR,2,—,—,—,0.0,—,—,—,BYE,—,—,0.0,—,—,—,—,—,—,—,0.0,0.0
632,Dalevon Campbell   LAC,WR,2,—,—,0.0,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0
632,Nick Vannett   LAR,TE,5,—,—,—,0.0,0.0,—,—,BYE,0.0,—,—,—,—,0.0,—,—,—,0.0,0.0,0.0
632,Eric Gray   NYG,RB,3,—,—,—,—,—,—,0.0,—,—,—,—,0.0,—,BYE,—,—,0.0,—,0.0,0.0
632,Avery Williams   NYJ,RB,1,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Jacob Cowing   SF,WR,1,—,—,—,—,0.0,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.0,0.0
632,Quinton Bell   MIA,WR,5,—,—,—,—,—,—,0.0,—,—,0.0,—,BYE,—,—,—,0.0,0.0,0.0,0.0,0.0
632,Ja'Corey Brooks   WAS,WR,1,—,—,—,—,—,0.0,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0
632,E.J. Jenkins   PHI,TE,2,—,—,—,—,—,—,0.0,—,BYE,—,—,—,—,—,—,0.0,—,—,0.0,0.0
632,Cade McDonald   CLE,WR,1,—,—,—,—,—,—,0.0,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Lew Nichols III   PIT,RB,2,—,—,—,—,BYE,0.0,—,—,0.0,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Laquon Treadwell   IND,WR,9,—,—,—,—,—,—,0.0,—,—,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Parris Campbell   DAL,WR,1,—,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,0.0,0.0
632,Kye Robichaux   DET,RB,1,—,—,—,—,—,—,0.0,BYE,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Sincere McCormick   MIN,RB,1,—,—,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Princeton Fant   DAL,TE,1,—,—,—,—,—,—,—,—,0.0,BYE,—,—,—,—,—,—,—,—,0.0,0.0
632,Marcedes Lewis   DEN,TE,5,—,—,—,—,—,—,—,—,0.0,0.0,0.0,BYE,—,0.0,—,—,0.0,—,0.0,0.0
632,James Winchester   KC,TE,3,—,0.0,0.0,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,—,—,0.0,0.0
632,Ulysses Bentley IV   IND,RB,1,0.0,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0
632,Ko Kieft   TB,TE,3,0.0,0.0,0.0,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Robbie Ouzts   SEA,TE,12,0.0,0.0,0.0,—,—,—,—,BYE,0.0,0.0,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0,0.0,0.0
632,Cameron Latu   PHI,TE,15,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0,0.0
632,Dalen Cambre   NYG,WR,6,—,—,—,—,—,—,—,—,—,—,0.0,0.0,0.0,BYE,0.0,—,0.0,0.0,0.0,0.0
632,Jordan Mims   TEN,RB,1,—,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,0.0,0.0
632,Brayden Willis   SF,TE,6,—,0.0,0.0,0.0,0.0,0.0,—,—,—,—,—,—,—,BYE,—,—,0.0,—,0.0,0.0
632,Dan Chisena   CAR,WR,1,—,—,—,—,—,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,0.0,0.0
632,Brady Russell   SEA,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0
632,Xazavian Valladay   MIN,RB,1,—,—,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Stetson Bennett IV   LAR,QB,1,—,—,—,—,—,—,—,BYE,0.0,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Logan Woodside   ARI,QB,3,—,0.0,0.0,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,0.0,0.0
632,Dominic Lovett   DET,WR,8,—,0.0,0.0,0.0,0.0,0.0,—,BYE,—,0.0,0.0,—,—,0.0,—,—,—,—,0.0,0.0
632,Nick Kallerup   SEA,TE,9,—,—,—,—,—,—,—,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,—,0.0,0.0
632,Ricky White III   SEA,WR,2,—,—,—,—,—,—,—,BYE,0.0,0.0,—,—,—,—,—,—,—,—,0.0,0.0
632,Treyton Welch   NO,TE,3,—,—,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0,0.0,0.0
632,Nick Mullens   JAC,QB,5,—,—,—,—,—,—,—,BYE,—,—,0.0,—,-0.3,0.0,-0.2,—,—,0.4,0.0,0.0
722,Kedon Slovis   ARI,QB,2,—,—,—,—,—,—,—,BYE,—,0.0,—,-0.1,—,—,—,—,—,—,0.0,-0.1
722,Jarrett Stidham   DEN,QB,1,—,—,—,—,—,—,—,-0.1,—,—,—,BYE,—,—,—,—,—,—,-0.1,-0.1
722,Adrian Martinez   SF,QB,1,—,—,—,—,—,—,—,—,-0.1,—,—,—,—,BYE,—,—,—,—,-0.1,-0.1
725,Nyheim Miller-Hines   NO,RB,4,—,—,—,—,—,0.0,0.0,-0.2,—,—,BYE,—,—,—,—,—,—,0.0,-0.1,-0.2
725,Travis Homer   CHI,RB,8,—,—,—,—,BYE,—,0.0,0.0,0.0,—,-0.2,—,0.0,0.0,—,—,0.0,0.0,0.0,-0.2
727,Kyle Allen   DET,QB,4,—,0.0,—,-0.2,—,—,—,BYE,—,-0.1,—,—,—,—,—,—,0.0,—,-0.1,-0.3
728,Jimmy Garoppolo   LAR,QB,5,—,0.0,—,0.0,—,—,-0.3,BYE,—,—,—,—,—,-0.4,—,—,—,-0.3,-0.2,-1.0
729,Xavier Gipson   NYG,WR,6,-2.0,—,—,—,—,—,0.0,1.3,—,0.0,0.0,-0.7,—,BYE,—,—,—,—,-0.2,-1.4
730,Jalen Milroe   SEA,QB,4,0.1,—,0.3,—,-2.0,—,—,BYE,—,—,—,0.0,—,—,—,—,—,—,-0.4,-1.6
731,Jamal Agnew   ATL,WR,11,0.0,—,—,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,—,—,—,—,-0.2,-2.0
731,Mecole Hardman Jr.   BUF,WR,2,—,—,—,—,—,—,BYE,—,—,—,-2.0,—,—,—,—,0.0,—,—,-1.0,-2.0
731,LaJohntay Wester   BAL,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,BYE,—,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.0
734,Myles Price   MIN,WR,16,0.0,-2.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,—,-0.4,-6.0
